model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
CatBoost_r69_BAG_L1,0.7461671378902585,competition_score,0.23577141761779785,3.1635143756866455,0.23577141761779785,3.1635143756866455,1,True,33
CatBoost_r60_BAG_L1,0.7460483889884248,competition_score,0.2140483856201172,3.0871124267578125,0.2140483856201172,3.0871124267578125,1,True,76
CatBoost_r5_BAG_L1,0.7460213955566699,competition_score,0.22754359245300293,2.5897789001464844,0.22754359245300293,2.5897789001464844,1,True,67
CatBoost_r49_BAG_L1,0.7459630405969973,competition_score,0.22475051879882812,2.648827314376831,0.22475051879882812,2.648827314376831,1,True,51
CatBoost_r198_BAG_L1,0.7458708353186303,competition_score,0.21784472465515137,8.652422428131104,0.21784472465515137,8.652422428131104,1,True,99
NeuralNetTorch_r79_BAG_L2,0.7457883701461789,competition_score,2.34299635887146,78.95103144645691,0.07902240753173828,27.88786482810974,2,True,118
CatBoost_r163_BAG_L1,0.745516460372907,competition_score,0.21182036399841309,2.837522029876709,0.21182036399841309,2.837522029876709,1,True,98
CatBoost_r137_BAG_L1,0.7452658959599402,competition_score,0.23709440231323242,2.869847536087036,0.23709440231323242,2.869847536087036,1,True,19
CatBoost_r13_BAG_L1,0.7452427400836793,competition_score,0.2044363021850586,29.944754123687744,0.2044363021850586,29.944754123687744,1,True,21
CatBoost_r143_BAG_L1,0.7449979802271847,competition_score,0.20363211631774902,8.89338994026184,0.20363211631774902,8.89338994026184,1,True,70
CatBoost_r180_BAG_L1,0.7449049664758867,competition_score,0.22342729568481445,12.527864694595337,0.22342729568481445,12.527864694595337,1,True,85
CatBoost_r86_BAG_L1,0.7448182191318024,competition_score,0.19878077507019043,23.595327138900757,0.19878077507019043,23.595327138900757,1,True,48
CatBoost_r70_BAG_L1,0.7444862603763754,competition_score,0.24530959129333496,11.535452127456665,0.24530959129333496,11.535452127456665,1,True,38
CatBoost_BAG_L1,0.7442149930363329,competition_score,0.23911261558532715,4.099851131439209,0.23911261558532715,4.099851131439209,1,True,4
CatBoost_r177_BAG_L1,0.7439614934411733,competition_score,0.23912835121154785,8.313772916793823,0.23912835121154785,8.313772916793823,1,True,10
LightGBM_r94_BAG_L1,0.7436280073360265,competition_score,0.05105733871459961,1.1908049583435059,0.05105733871459961,1.1908049583435059,1,True,57
LightGBM_r96_BAG_L1,0.7431701714702782,competition_score,0.05619645118713379,1.381160020828247,0.05619645118713379,1.381160020828247,1,True,15
CatBoost_r9_BAG_L1,0.7428136383261483,competition_score,0.1965491771697998,27.207822799682617,0.1965491771697998,27.207822799682617,1,True,14
LightGBM_r135_BAG_L1,0.7424680557830897,competition_score,0.051012277603149414,4.507184743881226,0.051012277603149414,4.507184743881226,1,True,78
LightGBM_r130_BAG_L1,0.7422320367682806,competition_score,0.04856061935424805,1.1273002624511719,0.04856061935424805,1.1273002624511719,1,True,27
CatBoost_r128_BAG_L1,0.742163160384395,competition_score,0.2184140682220459,25.279065370559692,0.2184140682220459,25.279065370559692,1,True,59
ExtraTrees_r4_BAG_L1,0.742114693100235,competition_score,0.3666806221008301,0.9165279865264893,0.3666806221008301,0.9165279865264893,1,True,62
XGBoost_r31_BAG_L1,0.7410947887853901,competition_score,0.031002521514892578,4.306265354156494,0.031002521514892578,4.306265354156494,1,True,73
RandomForest_r34_BAG_L1,0.7388924887491455,competition_score,0.29765892028808594,0.5907340049743652,0.29765892028808594,0.5907340049743652,1,True,56
LightGBM_r15_BAG_L1,0.7381272524733088,competition_score,0.05254507064819336,1.5601623058319092,0.05254507064819336,1.5601623058319092,1,True,46
XGBoost_r89_BAG_L1,0.7373905366859381,competition_score,0.0290067195892334,2.7685842514038086,0.0290067195892334,2.7685842514038086,1,True,25
