model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
NeuralNetTorch_r89_BAG_L1,0.5350213177007731,competition_score,0.11449098587036133,25.828410863876343,0.11449098587036133,25.828410863876343,1,True,106
NeuralNetFastAI_r95_BAG_L1,0.5348939608136198,competition_score,0.2518930435180664,19.965713262557983,0.2518930435180664,19.965713262557983,1,True,43
NeuralNetTorch_r41_BAG_L1,0.5342368509254636,competition_score,0.10055947303771973,17.432002067565918,0.10055947303771973,17.432002067565918,1,True,44
NeuralNetTorch_r36_BAG_L2,0.5339220067284451,competition_score,15.288273811340332,325.96288537979126,0.1393880844116211,16.680286645889282,2,True,203
NeuralNetFastAI_r187_BAG_L2,0.5334660791145682,competition_score,15.362943887710571,320.4235324859619,0.21405816078186035,11.140933752059937,2,True,207
NeuralNetFastAI_BAG_L2,0.5328746601318652,competition_score,15.392444610595703,323.12465357780457,0.2435588836669922,13.842054843902588,2,True,113
NeuralNetTorch_r121_BAG_L1,0.5322769606958612,competition_score,0.11549687385559082,28.34661030769348,0.11549687385559082,28.34661030769348,1,True,88
NeuralNetFastAI_r11_BAG_L2,0.5318295098520868,competition_score,15.496363401412964,333.963299036026,0.34747767448425293,24.680700302124023,2,True,137
NeuralNetFastAI_r143_BAG_L1,0.531499960819015,competition_score,0.19304156303405762,12.755567789077759,0.19304156303405762,12.755567789077759,1,True,37
NeuralNetFastAI_r111_BAG_L2,0.5311116330067829,competition_score,15.687564611434937,339.84749960899353,0.5386788845062256,30.564900875091553,2,True,167
NeuralNetFastAI_r160_BAG_L1,0.5311047789331657,competition_score,0.2664515972137451,15.746936798095703,0.2664515972137451,15.746936798095703,1,True,75
LightGBM_r188_BAG_L1,0.5306235854812916,competition_score,0.12146735191345215,23.89349341392517,0.12146735191345215,23.89349341392517,1,True,23
NeuralNetTorch_r41_BAG_L2,0.5303592563775124,competition_score,15.277324199676514,328.73279547691345,0.12843847274780273,19.450196743011475,2,True,151
NeuralNetFastAI_r88_BAG_L2,0.5301544145580775,competition_score,15.379873275756836,324.2225408554077,0.230987548828125,14.939942121505737,2,True,171
NeuralNetFastAI_r138_BAG_L1,0.5301456129883241,competition_score,0.29768824577331543,27.405999183654785,0.29768824577331543,27.405999183654785,1,True,82
XGBoost_r194_BAG_L1,0.5297110884505034,competition_score,1.340111494064331,22.46652913093567,1.340111494064331,22.46652913093567,1,True,31
NeuralNetFastAI_r69_BAG_L2,0.5291622647734529,competition_score,15.435628175735474,323.72829151153564,0.2867424488067627,14.445692777633667,2,True,187
NeuralNetTorch_r135_BAG_L1,0.5288826994295324,competition_score,0.10353803634643555,19.092493057250977,0.10353803634643555,19.092493057250977,1,True,93
NeuralNetTorch_r143_BAG_L1,0.528266707563535,competition_score,0.10709762573242188,22.681448459625244,0.10709762573242188,22.681448459625244,1,True,58
LightGBMLarge_BAG_L1,0.5281590409383201,competition_score,0.1513354778289795,37.27525472640991,0.1513354778289795,37.27525472640991,1,True,9
NeuralNetFastAI_BAG_L1,0.5273265918977328,competition_score,0.20808768272399902,14.039628505706787,0.20808768272399902,14.039628505706787,1,True,6
XGBoost_r33_BAG_L1,0.5272425779530653,competition_score,0.18370985984802246,57.68323493003845,0.18370985984802246,57.68323493003845,1,True,17
ExtraTrees_r126_BAG_L1,0.5272396104467462,competition_score,3.240767240524292,1.6065139770507812,3.240767240524292,1.6065139770507812,1,True,95
NeuralNetFastAI_r95_BAG_L2,0.5271785872848581,competition_score,15.435632467269897,328.84690833091736,0.2867467403411865,19.56430959701538,2,True,150
NeuralNetFastAI_r69_BAG_L1,0.5270944369165818,competition_score,0.2409350872039795,14.56800651550293,0.2409350872039795,14.56800651550293,1,True,80
NeuralNetTorch_r143_BAG_L2,0.5270383965583466,competition_score,15.298230648040771,339.62406849861145,0.14934492111206055,30.341469764709473,2,True,165
