model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-5.376448136100443,smape,801.1822195053101,461.9104251861572,0.008010625839233398,4.146632194519043,2,True,32
WeightedEnsemble_ALL_L3,-5.376448137596088,smape,801.1816854476929,461.99471259117126,0.0074765682220458984,4.230919599533081,3,True,33
RandomForest_r15_BAG_L1,-5.4033318983518415,smape,25.884034395217896,62.714333295822144,25.884034395217896,62.714333295822144,1,True,14
RandomForest_r16_BAG_L1,-5.579673492637455,smape,11.957193613052368,80.98680639266968,11.957193613052368,80.98680639266968,1,True,16
RandomForest_r195_BAG_L1,-5.607933273088634,smape,12.957417488098145,117.51857280731201,12.957417488098145,117.51857280731201,1,True,6
RandomForest_r39_BAG_L1,-5.620544825386732,smape,11.77278757095337,118.8242404460907,11.77278757095337,118.8242404460907,1,True,5
RandomForest_r127_BAG_L1,-5.624959312070343,smape,11.513740062713623,89.95841312408447,11.513740062713623,89.95841312408447,1,True,10
ExtraTrees_r197_BAG_L1,-5.770851015002642,smape,25.262916088104248,50.7378134727478,25.262916088104248,50.7378134727478,1,True,13
RandomForestMSE_BAG_L1,-6.358903869043127,smape,10.374068260192871,119.65603137016296,10.374068260192871,119.65603137016296,1,True,4
ExtraTrees_r172_BAG_L1,-6.374508870039598,smape,30.773601531982422,80.67644667625427,30.773601531982422,80.67644667625427,1,True,3
ExtraTreesMSE_BAG_L1,-6.382689387931406,smape,34.94473075866699,74.27564430236816,34.94473075866699,74.27564430236816,1,True,2
ExtraTrees_r42_BAG_L1,-6.474405844514005,smape,37.79553246498108,55.84830164909363,37.79553246498108,55.84830164909363,1,True,1
ExtraTrees_r178_BAG_L1,-6.533315518329073,smape,12.194463014602661,44.004377603530884,12.194463014602661,44.004377603530884,1,True,11
LightGBMLarge_BAG_L1,-7.142107051948549,smape,738.0700647830963,263.32483983039856,738.0700647830963,263.32483983039856,1,True,24
RandomForest_r34_BAG_L1,-7.527852530052442,smape,32.06765413284302,49.36353802680969,32.06765413284302,49.36353802680969,1,True,8
ExtraTrees_r4_BAG_L1,-8.061469970952793,smape,10.470727920532227,41.27663731575012,10.470727920532227,41.27663731575012,1,True,9
